observation_date,THREEFY1
2023-11-16,5.1082
2023-11-17,5.1161
2023-11-20,5.1268
2023-11-21,5.1214
2023-11-22,5.1347
2023-11-23,
2023-11-24,5.1677
2023-11-27,5.1376
2023-11-28,5.0862
2023-11-29,5.0300
2023-11-30,5.0478
2023-12-01,4.9646
2023-12-04,4.9908
2023-12-05,4.9580
2023-12-06,4.9544
2023-12-07,4.9467
2023-12-08,5.0014
2023-12-11,5.0187
2023-12-12,5.0212
2023-12-13,4.9106
2023-12-14,4.8391
2023-12-15,4.8478
2023-12-18,4.8647
2023-12-19,4.8571
2023-12-20,4.8222
2023-12-21,4.8060
2023-12-22,4.7943
2023-12-25,
2023-12-26,4.7901
2023-12-27,4.7527
2023-12-28,4.7695
2023-12-29,4.7542
2024-01-01,
2024-01-02,4.7805
2024-01-03,4.7802
2024-01-04,4.8062
2024-01-05,4.8169
2024-01-08,4.7959
2024-01-09,4.7921
2024-01-10,4.7906
2024-01-11,4.7480
2024-01-12,4.6765
2024-01-15,
2024-01-16,4.6996
2024-01-17,4.7477
2024-01-18,4.7586
2024-01-19,4.7773
2024-01-22,4.7697
2024-01-23,4.7724
2024-01-24,4.7867
2024-01-25,4.7542
2024-01-26,4.7596
2024-01-29,4.7319
2024-01-30,4.7485
2024-01-31,4.7177
2024-02-01,4.6703
2024-02-02,4.7598
2024-02-05,4.8297
2024-02-06,4.8066
2024-02-07,4.8095
2024-02-08,4.8324
2024-02-09,4.8477
2024-02-12,4.8460
2024-02-13,4.9361
2024-02-14,4.9225
2024-02-15,4.9105
2024-02-16,4.9425
2024-02-19,
2024-02-20,4.9313
2024-02-21,4.9473
2024-02-22,4.9738
2024-02-23,4.9683
2024-02-26,4.9846
2024-02-27,4.9931
2024-02-28,4.9688
2024-02-29,4.9618
2024-03-01,4.9113
2024-03-04,4.9329
2024-03-05,4.9064
2024-03-06,4.9076
2024-03-07,4.8910
2024-03-08,4.8810
2024-03-11,4.8943
2024-03-12,4.9336
2024-03-13,4.9531
2024-03-14,4.9927
2024-03-15,5.0095
2024-03-18,5.0199
2024-03-19,5.0032
2024-03-20,4.9617
2024-03-21,4.9621
2024-03-22,4.9360
2024-03-25,4.9443
2024-03-26,4.9462
2024-03-27,4.9328
2024-03-28,4.9541
